"text","urgency","authority","fear","impersonation","cleaned_text"
"Executive Management Office reports that critical security anomaly observed. Please follow instructions provided by the authority.","1","1","1","1","Executive Management Office reports that critical security anomaly observed. Please follow instructions provided by the authority."
"Bank Fraud Monitoring Unit reports that suspicious overseas transaction identified. Please confirm your details through the official portal.","1","1","1","1","Bank Fraud Monitoring Unit reports that suspicious overseas transaction identified. Please confirm your details through the official portal."
"Ministry of Finance reports that sensitive data exposure risk detected. Please verify information to prevent escalation.","1","1","1","1","Ministry of Finance reports that sensitive data exposure risk detected. Please verify information to prevent escalation."
"Government Security Division reports that sensitive data exposure risk detected. Please log in to resolve the issue.","1","1","1","1","Government Security Division reports that sensitive data exposure risk detected. Please log in to resolve the issue."
"Reserve Bank of India reports that your account flagged for compliance review. Please log in to resolve the issue.","1","1","1","1","Reserve Bank of India reports that your account flagged for compliance review. Please log in to resolve the issue."
"Supreme Court Notification reports that unusual device access recorded. Please complete verification within the given timeframe.","1","1","1","1","Supreme Court Notification reports that unusual device access recorded. Please complete verification within the given timeframe."
"National Cyber Crime Bureau reports that suspicious overseas transaction identified. Please confirm your details through the official portal.","1","1","1","1","National Cyber Crime Bureau reports that suspicious overseas transaction identified. Please confirm your details through the official portal."
"Supreme Court Notification reports that legal compliance verification required. Please verify information to prevent escalation.","1","1","1","1","Supreme Court Notification reports that legal compliance verification required. Please verify information to prevent escalation."
"Supreme Court Notification reports that potential identity theft detected. Please verify information to prevent escalation.","1","1","1","1","Supreme Court Notification reports that potential identity theft detected. Please verify information to prevent escalation."
"Government Security Division reports that suspicious overseas transaction identified. Please log in to resolve the issue.","1","1","1","1","Government Security Division reports that suspicious overseas transaction identified. Please log in to resolve the issue."
"Government Security Division reports that temporary restriction applied to your account. Please verify information to prevent escalation.","1","1","1","1","Government Security Division reports that temporary restriction applied to your account. Please verify information to prevent escalation."
"Ministry of Finance reports that temporary restriction applied to your account. Please review and acknowledge this notice.","1","1","1","1","Ministry of Finance reports that temporary restriction applied to your account. Please review and acknowledge this notice."
"Executive Management Office reports that suspicious overseas transaction identified. Please complete verification within the given timeframe.","1","1","1","1","Executive Management Office reports that suspicious overseas transaction identified. Please complete verification within the given timeframe."
"Reserve Bank of India reports that legal compliance verification required. Please respond to avoid further restrictions.","1","1","1","1","Reserve Bank of India reports that legal compliance verification required. Please respond to avoid further restrictions."
"Government Security Division reports that unusual device access recorded. Please follow instructions provided by the authority.","1","1","1","1","Government Security Division reports that unusual device access recorded. Please follow instructions provided by the authority."
"Supreme Court Notification reports that violation of security policy identified. Please submit the required documents immediately.","1","1","1","1","Supreme Court Notification reports that violation of security policy identified. Please submit the required documents immediately."
"Supreme Court Notification reports that potential identity theft detected. Please complete mandatory security validation.","1","1","1","1","Supreme Court Notification reports that potential identity theft detected. Please complete mandatory security validation."
"National Cyber Crime Bureau reports that multiple failed login attempts detected. Please log in to resolve the issue.","1","1","1","1","National Cyber Crime Bureau reports that multiple failed login attempts detected. Please log in to resolve the issue."
"National Cyber Crime Bureau reports that sensitive data exposure risk detected. Please complete verification within the given timeframe.","1","1","1","1","National Cyber Crime Bureau reports that sensitive data exposure risk detected. Please complete verification within the given timeframe."
"Reserve Bank of India reports that sensitive data exposure risk detected. Please follow instructions provided by the authority.","1","1","1","1","Reserve Bank of India reports that sensitive data exposure risk detected. Please follow instructions provided by the authority."
"Bank Fraud Monitoring Unit reports that critical security anomaly observed. Please take action to restore full access.","1","1","1","1","Bank Fraud Monitoring Unit reports that critical security anomaly observed. Please take action to restore full access."
"Income Tax Authority reports that suspicious overseas transaction identified. Please take action to restore full access.","1","1","1","1","Income Tax Authority reports that suspicious overseas transaction identified. Please take action to restore full access."
"Income Tax Authority reports that legal compliance verification required. Please verify information to prevent escalation.","1","1","1","1","Income Tax Authority reports that legal compliance verification required. Please verify information to prevent escalation."
"Ministry of Finance reports that unusual device access recorded. Please complete mandatory security validation.","1","1","1","1","Ministry of Finance reports that unusual device access recorded. Please complete mandatory security validation."
"Supreme Court Notification reports that multiple failed login attempts detected. Please confirm your details through the official portal.","1","1","1","1","Supreme Court Notification reports that multiple failed login attempts detected. Please confirm your details through the official portal."
"Bank Fraud Monitoring Unit reports that sensitive data exposure risk detected. Please complete verification within the given timeframe.","1","1","1","1","Bank Fraud Monitoring Unit reports that sensitive data exposure risk detected. Please complete verification within the given timeframe."
"Executive Management Office reports that violation of security policy identified. Please take action to restore full access.","1","1","1","1","Executive Management Office reports that violation of security policy identified. Please take action to restore full access."
"Government Security Division reports that multiple failed login attempts detected. Please log in to resolve the issue.","1","1","1","1","Government Security Division reports that multiple failed login attempts detected. Please log in to resolve the issue."
"Executive Management Office reports that potential identity theft detected. Please follow instructions provided by the authority.","1","1","1","1","Executive Management Office reports that potential identity theft detected. Please follow instructions provided by the authority."
"Internal Audit Department reports that sensitive data exposure risk detected. Please submit the required documents immediately.","1","1","1","1","Internal Audit Department reports that sensitive data exposure risk detected. Please submit the required documents immediately."
"Reserve Bank of India reports that temporary restriction applied to your account. Please log in to resolve the issue.","1","1","1","1","Reserve Bank of India reports that temporary restriction applied to your account. Please log in to resolve the issue."
"Corporate Compliance Office reports that unusual device access recorded. Please complete mandatory security validation.","1","1","1","1","Corporate Compliance Office reports that unusual device access recorded. Please complete mandatory security validation."
"Supreme Court Notification reports that critical security anomaly observed. Please take action to restore full access.","1","1","1","1","Supreme Court Notification reports that critical security anomaly observed. Please take action to restore full access."
"Income Tax Authority reports that unusual device access recorded. Please confirm your details through the official portal.","1","1","1","1","Income Tax Authority reports that unusual device access recorded. Please confirm your details through the official portal."
"Corporate Compliance Office reports that critical security anomaly observed. Please verify information to prevent escalation.","1","1","1","1","Corporate Compliance Office reports that critical security anomaly observed. Please verify information to prevent escalation."
"Ministry of Finance reports that legal compliance verification required. Please review and acknowledge this notice.","1","1","1","1","Ministry of Finance reports that legal compliance verification required. Please review and acknowledge this notice."
"Reserve Bank of India reports that violation of security policy identified. Please review and acknowledge this notice.","1","1","1","1","Reserve Bank of India reports that violation of security policy identified. Please review and acknowledge this notice."
"Internal Audit Department reports that suspicious overseas transaction identified. Please confirm your details through the official portal.","1","1","1","1","Internal Audit Department reports that suspicious overseas transaction identified. Please confirm your details through the official portal."
"Government Security Division reports that potential identity theft detected. Please log in to resolve the issue.","1","1","1","1","Government Security Division reports that potential identity theft detected. Please log in to resolve the issue."
"Bank Fraud Monitoring Unit reports that potential identity theft detected. Please confirm your details through the official portal.","1","1","1","1","Bank Fraud Monitoring Unit reports that potential identity theft detected. Please confirm your details through the official portal."
"Internal Audit Department reports that violation of security policy identified. Please take action to restore full access.","1","1","1","1","Internal Audit Department reports that violation of security policy identified. Please take action to restore full access."
"Internal Audit Department reports that sensitive data exposure risk detected. Please complete mandatory security validation.","1","1","1","1","Internal Audit Department reports that sensitive data exposure risk detected. Please complete mandatory security validation."
"Corporate Compliance Office reports that temporary restriction applied to your account. Please review and acknowledge this notice.","1","1","1","1","Corporate Compliance Office reports that temporary restriction applied to your account. Please review and acknowledge this notice."
"Reserve Bank of India reports that legal compliance verification required. Please follow instructions provided by the authority.","1","1","1","1","Reserve Bank of India reports that legal compliance verification required. Please follow instructions provided by the authority."
"Government Security Division reports that violation of security policy identified. Please verify information to prevent escalation.","1","1","1","1","Government Security Division reports that violation of security policy identified. Please verify information to prevent escalation."
"Supreme Court Notification reports that potential identity theft detected. Please review and acknowledge this notice.","1","1","1","1","Supreme Court Notification reports that potential identity theft detected. Please review and acknowledge this notice."
"Internal Audit Department reports that legal compliance verification required. Please log in to resolve the issue.","1","1","1","1","Internal Audit Department reports that legal compliance verification required. Please log in to resolve the issue."
"Reserve Bank of India reports that unusual device access recorded. Please respond to avoid further restrictions.","1","1","1","1","Reserve Bank of India reports that unusual device access recorded. Please respond to avoid further restrictions."
"National Cyber Crime Bureau reports that potential identity theft detected. Please respond to avoid further restrictions.","1","1","1","1","National Cyber Crime Bureau reports that potential identity theft detected. Please respond to avoid further restrictions."
"Income Tax Authority reports that critical security anomaly observed. Please log in to resolve the issue.","1","1","1","1","Income Tax Authority reports that critical security anomaly observed. Please log in to resolve the issue."
"Bank Fraud Monitoring Unit reports that violation of security policy identified. Please review and acknowledge this notice.","1","1","1","1","Bank Fraud Monitoring Unit reports that violation of security policy identified. Please review and acknowledge this notice."
"Executive Management Office reports that violation of security policy identified. Please submit the required documents immediately.","1","1","1","1","Executive Management Office reports that violation of security policy identified. Please submit the required documents immediately."
"Executive Management Office reports that legal compliance verification required. Please log in to resolve the issue.","1","1","1","1","Executive Management Office reports that legal compliance verification required. Please log in to resolve the issue."
"Reserve Bank of India reports that violation of security policy identified. Please respond to avoid further restrictions.","1","1","1","1","Reserve Bank of India reports that violation of security policy identified. Please respond to avoid further restrictions."
"Supreme Court Notification reports that suspicious overseas transaction identified. Please submit the required documents immediately.","1","1","1","1","Supreme Court Notification reports that suspicious overseas transaction identified. Please submit the required documents immediately."
"Government Security Division reports that unusual device access recorded. Please log in to resolve the issue.","1","1","1","1","Government Security Division reports that unusual device access recorded. Please log in to resolve the issue."
"Supreme Court Notification reports that legal compliance verification required. Please log in to resolve the issue.","1","1","1","1","Supreme Court Notification reports that legal compliance verification required. Please log in to resolve the issue."
"Income Tax Authority reports that your account flagged for compliance review. Please verify information to prevent escalation.","1","1","1","1","Income Tax Authority reports that your account flagged for compliance review. Please verify information to prevent escalation."
"Ministry of Finance reports that critical security anomaly observed. Please complete verification within the given timeframe.","1","1","1","1","Ministry of Finance reports that critical security anomaly observed. Please complete verification within the given timeframe."
"Government Security Division reports that suspicious overseas transaction identified. Please confirm your details through the official portal.","1","1","1","1","Government Security Division reports that suspicious overseas transaction identified. Please confirm your details through the official portal."
"Corporate Compliance Office reports that suspicious overseas transaction identified. Please log in to resolve the issue.","1","1","1","1","Corporate Compliance Office reports that suspicious overseas transaction identified. Please log in to resolve the issue."
"Ministry of Finance reports that your account flagged for compliance review. Please complete verification within the given timeframe.","1","1","1","1","Ministry of Finance reports that your account flagged for compliance review. Please complete verification within the given timeframe."
"Ministry of Finance reports that critical security anomaly observed. Please log in to resolve the issue.","1","1","1","1","Ministry of Finance reports that critical security anomaly observed. Please log in to resolve the issue."
"Bank Fraud Monitoring Unit reports that legal compliance verification required. Please complete verification within the given timeframe.","1","1","1","1","Bank Fraud Monitoring Unit reports that legal compliance verification required. Please complete verification within the given timeframe."
"Internal Audit Department reports that legal compliance verification required. Please confirm your details through the official portal.","1","1","1","1","Internal Audit Department reports that legal compliance verification required. Please confirm your details through the official portal."
"National Cyber Crime Bureau reports that temporary restriction applied to your account. Please complete verification within the given timeframe.","1","1","1","1","National Cyber Crime Bureau reports that temporary restriction applied to your account. Please complete verification within the given timeframe."
"Corporate Compliance Office reports that suspicious overseas transaction identified. Please complete verification within the given timeframe.","1","1","1","1","Corporate Compliance Office reports that suspicious overseas transaction identified. Please complete verification within the given timeframe."
"Corporate Compliance Office reports that legal compliance verification required. Please review and acknowledge this notice.","1","1","1","1","Corporate Compliance Office reports that legal compliance verification required. Please review and acknowledge this notice."
"National Cyber Crime Bureau reports that legal compliance verification required. Please confirm your details through the official portal.","1","1","1","1","National Cyber Crime Bureau reports that legal compliance verification required. Please confirm your details through the official portal."
"Bank Fraud Monitoring Unit reports that violation of security policy identified. Please take action to restore full access.","1","1","1","1","Bank Fraud Monitoring Unit reports that violation of security policy identified. Please take action to restore full access."
"Government Security Division reports that critical security anomaly observed. Please follow instructions provided by the authority.","1","1","1","1","Government Security Division reports that critical security anomaly observed. Please follow instructions provided by the authority."
"Supreme Court Notification reports that critical security anomaly observed. Please verify information to prevent escalation.","1","1","1","1","Supreme Court Notification reports that critical security anomaly observed. Please verify information to prevent escalation."
"Bank Fraud Monitoring Unit reports that sensitive data exposure risk detected. Please take action to restore full access.","1","1","1","1","Bank Fraud Monitoring Unit reports that sensitive data exposure risk detected. Please take action to restore full access."
"Government Security Division reports that your account flagged for compliance review. Please review and acknowledge this notice.","1","1","1","1","Government Security Division reports that your account flagged for compliance review. Please review and acknowledge this notice."
"Bank Fraud Monitoring Unit reports that multiple failed login attempts detected. Please take action to restore full access.","1","1","1","1","Bank Fraud Monitoring Unit reports that multiple failed login attempts detected. Please take action to restore full access."
"Executive Management Office reports that suspicious overseas transaction identified. Please respond to avoid further restrictions.","1","1","1","1","Executive Management Office reports that suspicious overseas transaction identified. Please respond to avoid further restrictions."
"Internal Audit Department reports that your account flagged for compliance review. Please confirm your details through the official portal.","1","1","1","1","Internal Audit Department reports that your account flagged for compliance review. Please confirm your details through the official portal."
"National Cyber Crime Bureau reports that violation of security policy identified. Please follow instructions provided by the authority.","1","1","1","1","National Cyber Crime Bureau reports that violation of security policy identified. Please follow instructions provided by the authority."
"Income Tax Authority reports that multiple failed login attempts detected. Please log in to resolve the issue.","1","1","1","1","Income Tax Authority reports that multiple failed login attempts detected. Please log in to resolve the issue."
"Ministry of Finance reports that suspicious overseas transaction identified. Please complete mandatory security validation.","1","1","1","1","Ministry of Finance reports that suspicious overseas transaction identified. Please complete mandatory security validation."
"National Cyber Crime Bureau reports that your account flagged for compliance review. Please review and acknowledge this notice.","1","1","1","1","National Cyber Crime Bureau reports that your account flagged for compliance review. Please review and acknowledge this notice."
"Executive Management Office reports that multiple failed login attempts detected. Please complete verification within the given timeframe.","1","1","1","1","Executive Management Office reports that multiple failed login attempts detected. Please complete verification within the given timeframe."
"Corporate Compliance Office reports that violation of security policy identified. Please confirm your details through the official portal.","1","1","1","1","Corporate Compliance Office reports that violation of security policy identified. Please confirm your details through the official portal."
"Income Tax Authority reports that legal compliance verification required. Please confirm your details through the official portal.","1","1","1","1","Income Tax Authority reports that legal compliance verification required. Please confirm your details through the official portal."
"Executive Management Office reports that potential identity theft detected. Please submit the required documents immediately.","1","1","1","1","Executive Management Office reports that potential identity theft detected. Please submit the required documents immediately."
"Bank Fraud Monitoring Unit reports that violation of security policy identified. Please confirm your details through the official portal.","1","1","1","1","Bank Fraud Monitoring Unit reports that violation of security policy identified. Please confirm your details through the official portal."
"Income Tax Authority reports that violation of security policy identified. Please verify information to prevent escalation.","1","1","1","1","Income Tax Authority reports that violation of security policy identified. Please verify information to prevent escalation."
"Bank Fraud Monitoring Unit reports that temporary restriction applied to your account. Please verify information to prevent escalation.","1","1","1","1","Bank Fraud Monitoring Unit reports that temporary restriction applied to your account. Please verify information to prevent escalation."
"Reserve Bank of India reports that unusual device access recorded. Please submit the required documents immediately.","1","1","1","1","Reserve Bank of India reports that unusual device access recorded. Please submit the required documents immediately."
"Corporate Compliance Office reports that multiple failed login attempts detected. Please submit the required documents immediately.","1","1","1","1","Corporate Compliance Office reports that multiple failed login attempts detected. Please submit the required documents immediately."
"Corporate Compliance Office reports that critical security anomaly observed. Please confirm your details through the official portal.","1","1","1","1","Corporate Compliance Office reports that critical security anomaly observed. Please confirm your details through the official portal."
"Corporate Compliance Office reports that temporary restriction applied to your account. Please submit the required documents immediately.","1","1","1","1","Corporate Compliance Office reports that temporary restriction applied to your account. Please submit the required documents immediately."
"Internal Audit Department reports that violation of security policy identified. Please confirm your details through the official portal.","1","1","1","1","Internal Audit Department reports that violation of security policy identified. Please confirm your details through the official portal."
"Meeting reminder: improving project timelines. Let's discuss this at 2 PM.","0","0","0","0","Meeting reminder: improving project timelines. Let's discuss this at 2 PM."
"HR Update: The annual potluck is scheduled for next Friday. Please bring a dish!","0","0","0","0","HR Update: The annual potluck is scheduled for next Friday. Please bring a dish!"
"Your Amazon order #402-392 has shipped. Track your package here.","0","0","0","0","Your Amazon order #402-392 has shipped. Track your package here."
"Weekly Newsletter: Top trends in AI and cybersecurity for 2025.","0","0","0","0","Weekly Newsletter: Top trends in AI and cybersecurity for 2025."
"Project Alpha status update: Phase 1 complete. Moving to Phase 2.","0","0","0","0","Project Alpha status update: Phase 1 complete. Moving to Phase 2."
"Can you please send me the latest slide deck? Thanks.","0","0","0","0","Can you please send me the latest slide deck? Thanks."
"Reminder: Office closed next Monday for the holiday.","0","0","0","0","Reminder: Office closed next Monday for the holiday."
"Subscription confirmation: You have successfully subscribed to our service.","0","0","0","0","Subscription confirmation: You have successfully subscribed to our service."
"Password reset successful. If this was you, no further action is needed.","0","0","0","0","Password reset successful. If this was you, no further action is needed."
"LinkedIn: You appeared in 5 searches this week.","0","0","0","0","LinkedIn: You appeared in 5 searches this week."
"Google Calendar: Team Sync starting in 10 minutes.","0","0","0","0","Google Calendar: Team Sync starting in 10 minutes."
"Invoice #2023 attached for your records. Payment due in 30 days.","0","0","0","0","Invoice #2023 attached for your records. Payment due in 30 days."
"IT Support: Your ticket #9923 has been resolved.","0","0","0","0","IT Support: Your ticket #9923 has been resolved."
"Happy Birthday! careful wishing you a great day from the team.","0","0","0","0","Happy Birthday! careful wishing you a great day from the team."
"Feedback request: How was your recent support experience?","0","0","0","0","Feedback request: How was your recent support experience?"
"DocuSign: Please review the attached contract draft when you have a moment.","0","0","0","0","DocuSign: Please review the attached contract draft when you have a moment."
"Slack: New message from Sarah in #general.","0","0","0","0","Slack: New message from Sarah in #general."
"Zoom: Meeting recording is now available.","0","0","0","0","Zoom: Meeting recording is now available."
"Jira: Issue #442 has been updated.","0","0","0","0","Jira: Issue #442 has been updated."
"GitHub: Pull request #33 merged into main.","0","0","0","0","GitHub: Pull request #33 merged into main."
"Flight confirmation: Your trip to New York is confirmed.","0","0","0","0","Flight confirmation: Your trip to New York is confirmed."
"Hotel reservation: Check-in details for your upcoming stay.","0","0","0","0","Hotel reservation: Check-in details for your upcoming stay."
"Restaurant receipt: Thank you for dining with us.","0","0","0","0","Restaurant receipt: Thank you for dining with us."
"Bank Statement: Your monthly statement is ready to view.","0","0","0","0","Bank Statement: Your monthly statement is ready to view."
"Utility Bill: Your electricity bill is available.","0","0","0","0","Utility Bill: Your electricity bill is available."
"Verification code: 123456 is your verification code. Do not share it.","0","0","0","0","Verification code: 123456 is your verification code. Do not share it."
"Welcome to the team! We are excited to have you on board.","0","0","0","0","Welcome to the team! We are excited to have you on board."
"Policy Update: Please read our updated privacy policy.","0","0","0","0","Policy Update: Please read our updated privacy policy."
"System Maintenance: Scheduled downtime this Saturday from 2am to 4am.","0","0","0","0","System Maintenance: Scheduled downtime this Saturday from 2am to 4am."
"Courier update: Your package has been delivered to the front desk.","0","0","0","0","Courier update: Your package has been delivered to the front desk."
"Team Lunch: We are going to the Italian place downstairs.","0","0","0","0","Team Lunch: We are going to the Italian place downstairs."
"Expense report approved. Reimbursement will be processed shortly.","0","0","0","0","Expense report approved. Reimbursement will be processed shortly."
"Client meeting reschedule: Moving to Tuesday at 10 AM.","0","0","0","0","Client meeting reschedule: Moving to Tuesday at 10 AM."
"Code review request: Please check the latest commit.","0","0","0","0","Code review request: Please check the latest commit."
"Server status: All systems operational.","0","0","0","0","Server status: All systems operational."
"Backup complete: Weekly backup finished successfully.","0","0","0","0","Backup complete: Weekly backup finished successfully."
"Wifi credentials: The guest network password has changed.","0","0","0","0","Wifi credentials: The guest network password has changed."
"Office supplies: The new printer paper has arrived.","0","0","0","0","Office supplies: The new printer paper has arrived."
"Internal Memo: new security protocols for visitor badges.","0","0","0","0","Internal Memo: new security protocols for visitor badges."
"Holiday party invitation: RSVP by Friday.","0","0","0","0","Holiday party invitation: RSVP by Friday."
"Gym membership: Your renewal is coming up.","0","0","0","0","Gym membership: Your renewal is coming up."
"Parking permit: please display this on your dashboard.","0","0","0","0","Parking permit: please display this on your dashboard."
"Cafeteria menu: Today's specials are taco salad and soup.","0","0","0","0","Cafeteria menu: Today's specials are taco salad and soup."
"Lost and Found: A set of keys was found in the break room.","0","0","0","0","Lost and Found: A set of keys was found in the break room."
"Quarterly All-Hands: Please join us in the main auditorium.","0","0","0","0","Quarterly All-Hands: Please join us in the main auditorium."
"Software update: A new version is available for download.","0","0","0","0","Software update: A new version is available for download."
"Library due date: Your book is due back tomorrow.","0","0","0","0","Library due date: Your book is due back tomorrow."
"Appointment confirmation: See you tomorrow at 3 PM.","0","0","0","0","Appointment confirmation: See you tomorrow at 3 PM."
"Volunteer opportunity: Sign up to help at the local shelter.","0","0","0","0","Volunteer opportunity: Sign up to help at the local shelter."
"Charity drive: We are collecting coats this week.","0","0","0","0","Charity drive: We are collecting coats this week."
"Weather alert: Heavy rain expected this evening. Drive safely.","0","0","0","0","Weather alert: Heavy rain expected this evening. Drive safely."
"Traffic update: Accident on I-405, expect delays.","0","0","0","0","Traffic update: Accident on I-405, expect delays."
"News Alert: Local sports team wins championship.","0","0","0","0","News Alert: Local sports team wins championship."
"Daily Digest: Top stories for you.","0","0","0","0","Daily Digest: Top stories for you."
"Recipe of the day: Chocolate chip cookies.","0","0","0","0","Recipe of the day: Chocolate chip cookies."
"Weekend plans: Are we still on for hiking?","0","0","0","0","Weekend plans: Are we still on for hiking?"
"Family reunion: Save the date for next summer.","0","0","0","0","Family reunion: Save the date for next summer."
"School closure: Due to snow, schools are closed today.","0","0","0","0","School closure: Due to snow, schools are closed today."
"Movie tickets: Your booking is confirmed.","0","0","0","0","Movie tickets: Your booking is confirmed."
"Concert presale: Tickets go on sale tomorrow.","0","0","0","0","Concert presale: Tickets go on sale tomorrow."
"CEO Office Notice: unauthorized access was detected on your account. this request is time-sensitive. Please log in to your Netflix account to verify your details.","1","1","1","1","CEO Office Notice: unauthorized access was detected on your account. this request is time-sensitive. Please log in to your Netflix account to verify your details."
"WhatsApp Security Update: Your account activity was reviewed and no action is required at this time.","0","0","0","0","WhatsApp Security Update: Your account activity was reviewed and no action is required at this time."
"Income Tax Department Notice: multiple failed login attempts were observed. immediate action is required. Please log in to your Instagram account to verify your details.","1","1","1","1","Income Tax Department Notice: multiple failed login attempts were observed. immediate action is required. Please log in to your Instagram account to verify your details."
"Reserve Bank of India Notice: your account is scheduled for temporary suspension. failure to act may result in permanent suspension. Please log in to your Instagram account to verify your details.","1","1","1","1","Reserve Bank of India Notice: your account is scheduled for temporary suspension. failure to act may result in permanent suspension. Please log in to your Instagram account to verify your details."
"Microsoft Security Team Notice: multiple failed login attempts were observed. immediate action is required. Please log in to your WhatsApp account to verify your details.","1","1","1","1","Microsoft Security Team Notice: multiple failed login attempts were observed. immediate action is required. Please log in to your WhatsApp account to verify your details."
"Reserve Bank of India Notice: multiple failed login attempts were observed. immediate action is required. Please log in to your Amazon account to verify your details.","1","1","1","1","Reserve Bank of India Notice: multiple failed login attempts were observed. immediate action is required. Please log in to your Amazon account to verify your details."
"Reserve Bank of India Notice: multiple failed login attempts were observed. failure to act may result in permanent suspension. Please log in to your Google account to verify your details.","1","1","1","1","Reserve Bank of India Notice: multiple failed login attempts were observed. failure to act may result in permanent suspension. Please log in to your Google account to verify your details."
"Your password was successfully updated","0","0","0","0","Your password was successfully updated"
"Microsoft Security Team Notice: unauthorized access was detected on your account. failure to act may result in permanent suspension. Please log in to your WhatsApp account to verify your details.","1","1","1","1","Microsoft Security Team Notice: unauthorized access was detected on your account. failure to act may result in permanent suspension. Please log in to your WhatsApp account to verify your details."
"PayPal Security Update: Your account activity was reviewed and no action is required at this time.","0","0","0","0","PayPal Security Update: Your account activity was reviewed and no action is required at this time."
"Bank Fraud Department Notice: your account has been flagged for suspicious activity. verify your identity immediately. Please log in to your PayPal account to verify your details.","1","1","1","1","Bank Fraud Department Notice: your account has been flagged for suspicious activity. verify your identity immediately. Please log in to your PayPal account to verify your details."
"Local Police Station Notice: multiple failed login attempts were observed. immediate action is required. Please log in to your Microsoft account to verify your details.","1","1","1","1","Local Police Station Notice: multiple failed login attempts were observed. immediate action is required. Please log in to your Microsoft account to verify your details."
"Invoice generated for your recent purchase","0","0","0","0","Invoice generated for your recent purchase"
"Your subscription has been renewed successfully","0","0","0","0","Your subscription has been renewed successfully"
"IT Administration Notice: your account has been flagged for suspicious activity. please respond within 24 hours. Please log in to your Apple ID account to verify your details.","1","1","1","1","IT Administration Notice: your account has been flagged for suspicious activity. please respond within 24 hours. Please log in to your Apple ID account to verify your details."
"IT Administration Notice: unauthorized access was detected on your account. immediate action is required. Please log in to your Instagram account to verify your details.","1","1","1","1","IT Administration Notice: unauthorized access was detected on your account. immediate action is required. Please log in to your Instagram account to verify your details."
"Microsoft Security Team Notice: your account has been flagged for suspicious activity. immediate action is required. Please log in to your Facebook account to verify your details.","1","1","1","1","Microsoft Security Team Notice: your account has been flagged for suspicious activity. immediate action is required. Please log in to your Facebook account to verify your details."
"HR Compliance Office Notice: your account has been flagged for suspicious activity. immediate action is required. Please log in to your Instagram account to verify your details.","1","1","1","1","HR Compliance Office Notice: your account has been flagged for suspicious activity. immediate action is required. Please log in to your Instagram account to verify your details."
"Microsoft Security Team Notice: your account is scheduled for temporary suspension. immediate action is required. Please log in to your Netflix account to verify your details.","1","1","1","1","Microsoft Security Team Notice: your account is scheduled for temporary suspension. immediate action is required. Please log in to your Netflix account to verify your details."
"Google Security Notice: multiple failed login attempts were observed. verify your identity immediately. Please log in to your Instagram account to verify your details.","1","1","1","1","Google Security Notice: multiple failed login attempts were observed. verify your identity immediately. Please log in to your Instagram account to verify your details."
"Local Police Station Notice: your account is scheduled for temporary suspension. please respond within 24 hours. Please log in to your Netflix account to verify your details.","1","1","1","1","Local Police Station Notice: your account is scheduled for temporary suspension. please respond within 24 hours. Please log in to your Netflix account to verify your details."
"Income Tax Department Notice: unauthorized access was detected on your account. verify your identity immediately. Please log in to your Amazon account to verify your details.","1","1","1","1","Income Tax Department Notice: unauthorized access was detected on your account. verify your identity immediately. Please log in to your Amazon account to verify your details."
"Local Police Station Notice: a data breach has potentially exposed your information. failure to act may result in permanent suspension. Please log in to your Amazon account to verify your details.","1","1","1","1","Local Police Station Notice: a data breach has potentially exposed your information. failure to act may result in permanent suspension. Please log in to your Amazon account to verify your details."
"Monthly account statement is now available","0","0","0","0","Monthly account statement is now available"
"Your delivery has been completed successfully","0","0","0","0","Your delivery has been completed successfully"
"IT Administration Notice: your account has been flagged for suspicious activity. verify your identity immediately. Please log in to your Microsoft account to verify your details.","1","1","1","1","IT Administration Notice: your account has been flagged for suspicious activity. verify your identity immediately. Please log in to your Microsoft account to verify your details."
"Local Police Station Notice: multiple failed login attempts were observed. please respond within 24 hours. Please log in to your Instagram account to verify your details.","1","1","1","1","Local Police Station Notice: multiple failed login attempts were observed. please respond within 24 hours. Please log in to your Instagram account to verify your details."
"IT Administration Notice: your account has been flagged for suspicious activity. verify your identity immediately. Please log in to your Facebook account to verify your details.","1","1","1","1","IT Administration Notice: your account has been flagged for suspicious activity. verify your identity immediately. Please log in to your Facebook account to verify your details."
"Microsoft Security Team Notice: unauthorized access was detected on your account. immediate action is required. Please log in to your WhatsApp account to verify your details.","1","1","1","1","Microsoft Security Team Notice: unauthorized access was detected on your account. immediate action is required. Please log in to your WhatsApp account to verify your details."
"HR Compliance Office Notice: a data breach has potentially exposed your information. verify your identity immediately. Please log in to your Microsoft account to verify your details.","1","1","1","1","HR Compliance Office Notice: a data breach has potentially exposed your information. verify your identity immediately. Please log in to your Microsoft account to verify your details."
"Reserve Bank of India Notice: multiple failed login attempts were observed. this request is time-sensitive. Please log in to your PayPal account to verify your details.","1","1","1","1","Reserve Bank of India Notice: multiple failed login attempts were observed. this request is time-sensitive. Please log in to your PayPal account to verify your details."
"HR Compliance Office Notice: multiple failed login attempts were observed. verify your identity immediately. Please log in to your Facebook account to verify your details.","1","1","1","1","HR Compliance Office Notice: multiple failed login attempts were observed. verify your identity immediately. Please log in to your Facebook account to verify your details."
"Google Security Notice: your account is scheduled for temporary suspension. immediate action is required. Please log in to your Microsoft account to verify your details.","1","1","1","1","Google Security Notice: your account is scheduled for temporary suspension. immediate action is required. Please log in to your Microsoft account to verify your details."
